TXYEAR,TXMONTH,Treatment,Cancer_Type,Number,Date_Serial
2002,August,Radiation Therapy,Bladder,2201,37469
2002,August,Radiation Therapy,Bone,9908,37469
2002,August,Radiation Therapy,Brain,2790,37469
2002,August,Radiation Therapy,Breast,6103,37469
2002,August,Radiation Therapy,Colorectal,8320,37469
2002,August,Radiation Therapy,Eye and Orbit,5864,37469
2002,August,Radiation Therapy,Gynecologic,8506,37469
2002,August,Radiation Therapy,Head and Neck,8214,37469
2002,August,Radiation Therapy,Hematologic,5890,37469
2002,August,Radiation Therapy,Hepatopancreatobiliary,3995,37469
2002,August,Radiation Therapy,Kidney,3685,37469
2002,August,Radiation Therapy,Lung,9106,37469
2002,August,Radiation Therapy,Prostate,5459,37469
2002,August,Radiation Therapy,Skin,1722,37469
2002,August,Radiation Therapy,Soft Tissue,8909,37469
2002,August,Radiation Therapy,Upper Gastrointestinal,5679,37469
2002,August,Surgeries,All Other,2252,37469
2002,August,Surgeries,Bladder,5802,37469
2002,August,Surgeries,Bone,8279,37469
2002,August,Surgeries,Brain,1893,37469
2002,August,Surgeries,Breast,8268,37469
2002,August,Surgeries,Colorectal,6368,37469
2002,August,Surgeries,Eye and Orbit,3275,37469
2002,August,Surgeries,Gynecologic,8222,37469
2002,August,Surgeries,Head and Neck,2463,37469
2002,August,Surgeries,Hematologic,843,37469
2002,August,Surgeries,Hepatopancreatobiliary,6316,37469
2002,August,Surgeries,Kidney,3570,37469
2002,August,Surgeries,Lung,1811,37469
2002,August,Surgeries,Prostate,1440,37469
2002,August,Surgeries,Skin,4769,37469
2002,August,Surgeries,Soft Tissue,9827,37469
2002,August,Surgeries,Upper Gastrointestinal,3825,37469
2002,September,Chemotherapy,All Other,2740,37500
2002,September,Chemotherapy,Bladder,757,37500
2002,September,Chemotherapy,Bone,7433,37500
2002,September,Chemotherapy,Brain,958,37500
2002,September,Chemotherapy,Breast,3492,37500
2002,September,Chemotherapy,Colorectal,381,37500
2002,September,Chemotherapy,Gynecologic,2321,37500
2002,September,Chemotherapy,Head and Neck,1083,37500
2002,September,Chemotherapy,Hematologic,4489,37500
2002,September,Chemotherapy,Hepatopancreatobiliary,261,37500
2002,September,Chemotherapy,Kidney,7051,37500
2002,September,Chemotherapy,Lung,7314,37500
2002,September,Chemotherapy,Prostate,6836,37500
2002,September,Chemotherapy,Skin,6664,37500
2002,September,Chemotherapy,Soft Tissue,6006,37500
2002,September,Chemotherapy,Upper Gastrointestinal,2683,37500
2002,September,Inpatient Days,All Other,4083,37500
2002,September,Inpatient Days,Bladder,8882,37500
2002,September,Inpatient Days,Bone,6894,37500
2002,September,Inpatient Days,Brain,6856,37500
2002,September,Inpatient Days,Breast,8235,37500
2002,September,Inpatient Days,Colorectal,1285,37500
2002,September,Inpatient Days,Eye and Orbit,2133,37500
2002,September,Inpatient Days,Gynecologic,715,37500
2002,September,Inpatient Days,Head and Neck,522,37500
2002,September,Inpatient Days,Hematologic,5211,37500
2002,September,Inpatient Days,Hepatopancreatobiliary,7475,37500
2002,September,Inpatient Days,Kidney,4032,37500
2002,September,Inpatient Days,Lung,7760,37500
2002,September,Inpatient Days,Prostate,5704,37500
2002,September,Inpatient Days,Skin,908,37500
2002,September,Inpatient Days,Soft Tissue,6839,37500
2002,September,Inpatient Days,Upper Gastrointestinal,3451,37500
2002,September,Radiation Therapy,All Other,9280,37500
2002,September,Radiation Therapy,Bladder,8642,37500
2002,September,Radiation Therapy,Bone,9516,37500
2002,September,Radiation Therapy,Brain,7787,37500
2002,September,Radiation Therapy,Breast,144,37500
2002,September,Radiation Therapy,Colorectal,9426,37500
2002,September,Radiation Therapy,Eye and Orbit,3021,37500
2002,September,Radiation Therapy,Gynecologic,9851,37500
2002,September,Radiation Therapy,Head and Neck,697,37500
2002,September,Radiation Therapy,Hematologic,5022,37500
2002,September,Radiation Therapy,Hepatopancreatobiliary,9167,37500
2002,September,Radiation Therapy,Kidney,7704,37500
2002,September,Radiation Therapy,Lung,1115,37500
2002,September,Radiation Therapy,Prostate,2787,37500
2002,September,Radiation Therapy,Skin,5308,37500
2002,September,Radiation Therapy,Soft Tissue,5457,37500
2002,September,Radiation Therapy,Upper Gastrointestinal,6618,37500
2002,September,Surgeries,All Other,2709,37500
2002,September,Surgeries,Bladder,6589,37500
2002,September,Surgeries,Bone,5336,37500
2002,September,Surgeries,Brain,7161,37500
2002,September,Surgeries,Breast,3284,37500
2002,September,Surgeries,Colorectal,9048,37500
2002,September,Surgeries,Eye and Orbit,5213,37500
2002,September,Surgeries,Gynecologic,1271,37500
2002,September,Surgeries,Head and Neck,9726,37500
2002,September,Surgeries,Hematologic,4369,37500
2002,September,Surgeries,Hepatopancreatobiliary,8822,37500
2002,September,Surgeries,Kidney,907,37500
2002,September,Surgeries,Lung,2883,37500
2002,September,Surgeries,Prostate,233,37500
2002,September,Surgeries,Skin,3235,37500
2002,September,Surgeries,Soft Tissue,7356,37500
2002,September,Surgeries,Upper Gastrointestinal,6905,37500
2002,October,Chemotherapy,All Other,5919,37530
2002,October,Chemotherapy,Bladder,9693,37530
2002,October,Chemotherapy,Bone,5084,37530
2002,October,Chemotherapy,Brain,3916,37530
2002,October,Chemotherapy,Breast,8887,37530
2002,October,Chemotherapy,Colorectal,53,37530
2002,October,Chemotherapy,Eye and Orbit,7678,37530
2002,October,Chemotherapy,Gynecologic,8477,37530
2002,October,Chemotherapy,Head and Neck,5704,37530
2002,October,Chemotherapy,Hematologic,1490,37530
2002,October,Chemotherapy,Hepatopancreatobiliary,553,37530
2002,October,Chemotherapy,Kidney,3665,37530
2002,October,Chemotherapy,Lung,3203,37530
2002,October,Chemotherapy,Prostate,3038,37530
2002,October,Chemotherapy,Skin,2116,37530
2002,October,Chemotherapy,Soft Tissue,7760,37530
2002,October,Chemotherapy,Upper Gastrointestinal,3327,37530
2002,October,Inpatient Days,All Other,9123,37530
2002,October,Inpatient Days,Bladder,6073,37530
2002,October,Inpatient Days,Bone,5203,37530
2002,October,Inpatient Days,Brain,3310,37530
2002,October,Inpatient Days,Breast,4744,37530
2002,October,Inpatient Days,Colorectal,4048,37530
2002,October,Inpatient Days,Eye and Orbit,3244,37530
2002,October,Inpatient Days,Gynecologic,635,37530
2002,October,Inpatient Days,Head and Neck,4144,37530
2002,October,Inpatient Days,Hematologic,2362,37530
2002,October,Inpatient Days,Hepatopancreatobiliary,9996,37530
2002,October,Inpatient Days,Kidney,349,37530
2002,October,Inpatient Days,Lung,709,37530
2002,October,Inpatient Days,Prostate,2747,37530
2002,October,Inpatient Days,Skin,9678,37530
2002,October,Inpatient Days,Soft Tissue,9617,37530
2002,October,Inpatient Days,Upper Gastrointestinal,6496,37530
2002,October,Radiation Therapy,All Other,6596,37530
2002,October,Radiation Therapy,Bladder,265,37530
2002,October,Radiation Therapy,Bone,4631,37530
2002,October,Radiation Therapy,Brain,3226,37530
2002,October,Radiation Therapy,Breast,2069,37530
2002,October,Radiation Therapy,Colorectal,2268,37530
2002,October,Radiation Therapy,Eye and Orbit,9985,37530
2002,October,Radiation Therapy,Gynecologic,5645,37530
2002,October,Radiation Therapy,Head and Neck,4769,37530
2002,October,Radiation Therapy,Hematologic,3566,37530
2002,October,Radiation Therapy,Hepatopancreatobiliary,3750,37530
2002,October,Radiation Therapy,Kidney,7950,37530
2002,October,Radiation Therapy,Lung,1049,37530
2002,October,Radiation Therapy,Prostate,1795,37530
2002,October,Radiation Therapy,Skin,8667,37530
2002,October,Radiation Therapy,Soft Tissue,5800,37530
2002,October,Radiation Therapy,Upper Gastrointestinal,9307,37530
2002,October,Surgeries,All Other,2810,37530
2002,October,Surgeries,Bladder,1498,37530
2002,October,Surgeries,Bone,9005,37530
2002,October,Surgeries,Brain,8269,37530
2002,October,Surgeries,Breast,3410,37530
2002,October,Surgeries,Colorectal,3894,37530
2002,October,Surgeries,Eye and Orbit,9855,37530
2002,October,Surgeries,Gynecologic,7416,37530
2002,October,Surgeries,Head and Neck,5947,37530
2002,October,Surgeries,Hematologic,3971,37530
2002,October,Surgeries,Hepatopancreatobiliary,6642,37530
2002,October,Surgeries,Kidney,3308,37530
2002,October,Surgeries,Lung,1590,37530
2002,October,Surgeries,Prostate,8086,37530
2002,October,Surgeries,Skin,845,37530
2002,October,Surgeries,Soft Tissue,9905,37530
2002,October,Surgeries,Upper Gastrointestinal,523,37530
2002,November,Chemotherapy,All Other,3611,37561
2002,November,Chemotherapy,Bladder,2591,37561
2002,November,Chemotherapy,Bone,2398,37561
2002,November,Chemotherapy,Brain,2145,37561
2002,November,Chemotherapy,Breast,4125,37561
2002,November,Chemotherapy,Colorectal,1633,37561
2002,November,Chemotherapy,Eye and Orbit,615,37561
2002,November,Chemotherapy,Gynecologic,1197,37561
2002,November,Chemotherapy,Head and Neck,1952,37561
2002,November,Chemotherapy,Hematologic,2544,37561
2002,November,Chemotherapy,Hepatopancreatobiliary,4590,37561
2002,November,Chemotherapy,Kidney,6033,37561
2002,November,Chemotherapy,Lung,8520,37561
2002,November,Chemotherapy,Prostate,2555,37561
2002,November,Chemotherapy,Skin,9852,37561
2002,November,Chemotherapy,Soft Tissue,8540,37561
2002,November,Chemotherapy,Upper Gastrointestinal,4404,37561
2002,November,Inpatient Days,All Other,1028,37561
2002,November,Inpatient Days,Bladder,1302,37561
2002,November,Inpatient Days,Bone,6790,37561
2002,November,Inpatient Days,Brain,4066,37561
2002,November,Inpatient Days,Breast,6642,37561
2002,November,Inpatient Days,Colorectal,9548,37561
2002,November,Inpatient Days,Eye and Orbit,8346,37561
2002,November,Inpatient Days,Gynecologic,2599,37561
2002,November,Inpatient Days,Head and Neck,9636,37561
2002,November,Inpatient Days,Hematologic,6261,37561
2002,November,Inpatient Days,Hepatopancreatobiliary,1476,37561
2002,November,Inpatient Days,Kidney,2467,37561
2002,November,Inpatient Days,Lung,2586,37561
2002,November,Inpatient Days,Prostate,9906,37561
2002,November,Inpatient Days,Skin,1130,37561
2002,November,Inpatient Days,Soft Tissue,8621,37561
2002,November,Inpatient Days,Upper Gastrointestinal,2163,37561
2002,November,Radiation Therapy,All Other,810,37561
2002,November,Radiation Therapy,Bladder,5256,37561
2002,November,Radiation Therapy,Bone,8212,37561
2002,November,Radiation Therapy,Brain,1150,37561
2002,November,Radiation Therapy,Breast,5682,37561
2002,November,Radiation Therapy,Colorectal,1148,37561
2002,November,Radiation Therapy,Eye and Orbit,4408,37561
2002,November,Radiation Therapy,Gynecologic,5014,37561
2002,November,Radiation Therapy,Head and Neck,4057,37561
2002,November,Radiation Therapy,Hematologic,2183,37561
2002,November,Radiation Therapy,Hepatopancreatobiliary,119,37561
2002,November,Radiation Therapy,Kidney,7312,37561
2002,November,Radiation Therapy,Lung,9646,37561
2002,November,Radiation Therapy,Prostate,4288,37561
2002,November,Radiation Therapy,Skin,7972,37561
2002,November,Radiation Therapy,Soft Tissue,3045,37561
2002,November,Radiation Therapy,Upper Gastrointestinal,8313,37561
2002,November,Surgeries,All Other,4295,37561
2002,November,Surgeries,Bladder,9629,37561
2002,November,Surgeries,Bone,4925,37561
2002,November,Surgeries,Brain,5570,37561
2002,November,Surgeries,Breast,6641,37561
2002,November,Surgeries,Colorectal,6128,37561
2002,November,Surgeries,Eye and Orbit,1690,37561
2002,November,Surgeries,Gynecologic,7203,37561
2002,November,Surgeries,Head and Neck,160,37561
2002,November,Surgeries,Hematologic,2863,37561
2002,November,Surgeries,Hepatopancreatobiliary,8558,37561
2002,November,Surgeries,Kidney,1670,37561
2002,November,Surgeries,Lung,9932,37561
2002,November,Surgeries,Prostate,9688,37561
2002,November,Surgeries,Skin,4516,37561
2002,November,Surgeries,Soft Tissue,1647,37561
2002,November,Surgeries,Upper Gastrointestinal,8652,37561
2002,December,Chemotherapy,All Other,7458,37591
2002,December,Chemotherapy,Bladder,4489,37591
2002,December,Chemotherapy,Bone,4253,37591
2002,December,Chemotherapy,Brain,9087,37591
2002,December,Chemotherapy,Breast,2093,37591
2002,December,Chemotherapy,Colorectal,2663,37591
2002,December,Chemotherapy,Eye and Orbit,4746,37591
2002,December,Chemotherapy,Gynecologic,4599,37591
2002,December,Chemotherapy,Head and Neck,818,37591
2002,December,Chemotherapy,Hematologic,820,37591
2002,December,Chemotherapy,Hepatopancreatobiliary,2324,37591
2002,December,Chemotherapy,Kidney,5699,37591
2002,December,Chemotherapy,Lung,4721,37591
2002,December,Chemotherapy,Prostate,1345,37591
2002,December,Chemotherapy,Skin,6695,37591
2002,December,Chemotherapy,Soft Tissue,3833,37591
2002,December,Chemotherapy,Upper Gastrointestinal,5824,37591
2002,December,Inpatient Days,All Other,8880,37591
2002,December,Inpatient Days,Bladder,780,37591
2002,December,Inpatient Days,Bone,7986,37591
2002,December,Inpatient Days,Brain,2308,37591
2002,December,Inpatient Days,Breast,7878,37591
2002,December,Inpatient Days,Colorectal,6689,37591
2002,December,Inpatient Days,Eye and Orbit,2103,37591
2002,December,Inpatient Days,Gynecologic,80,37591
2002,December,Inpatient Days,Head and Neck,7757,37591
2002,December,Inpatient Days,Hematologic,5118,37591
2002,December,Inpatient Days,Hepatopancreatobiliary,2064,37591
2002,December,Inpatient Days,Kidney,9317,37591
2002,December,Inpatient Days,Lung,1319,37591
2002,December,Inpatient Days,Prostate,134,37591
2002,December,Inpatient Days,Skin,7817,37591
2002,December,Inpatient Days,Soft Tissue,3706,37591
2002,December,Inpatient Days,Upper Gastrointestinal,3711,37591
2002,December,Radiation Therapy,All Other,9873,37591
2002,December,Radiation Therapy,Bladder,6108,37591
2002,December,Radiation Therapy,Bone,4728,37591
2002,December,Radiation Therapy,Brain,180,37591
2002,December,Radiation Therapy,Breast,2879,37591
2002,December,Radiation Therapy,Colorectal,6205,37591
2002,December,Radiation Therapy,Eye and Orbit,7286,37591
2002,December,Radiation Therapy,Gynecologic,4859,37591
2002,December,Radiation Therapy,Head and Neck,1948,37591
2002,December,Radiation Therapy,Hematologic,3365,37591
2002,December,Radiation Therapy,Hepatopancreatobiliary,3789,37591
2002,December,Radiation Therapy,Kidney,1798,37591
2002,December,Radiation Therapy,Lung,1011,37591
2002,December,Radiation Therapy,Prostate,7617,37591
2002,December,Radiation Therapy,Skin,5169,37591
2002,December,Radiation Therapy,Soft Tissue,6338,37591
2002,December,Radiation Therapy,Upper Gastrointestinal,1867,37591
2002,December,Surgeries,All Other,7903,37591
2002,December,Surgeries,Bladder,3323,37591
2002,December,Surgeries,Bone,5937,37591
2002,December,Surgeries,Brain,757,37591
2002,December,Surgeries,Breast,2100,37591
2002,December,Surgeries,Colorectal,8539,37591
2002,December,Surgeries,Eye and Orbit,3976,37591
2002,December,Surgeries,Gynecologic,6948,37591
2002,December,Surgeries,Head and Neck,659,37591
2002,December,Surgeries,Hematologic,6784,37591
2002,December,Surgeries,Hepatopancreatobiliary,8851,37591
2002,December,Surgeries,Kidney,6432,37591
2002,December,Surgeries,Lung,969,37591
2002,December,Surgeries,Prostate,1936,37591
2002,December,Surgeries,Skin,3579,37591
2002,December,Surgeries,Soft Tissue,6840,37591
2002,December,Surgeries,Upper Gastrointestinal,3701,37591
2003,January,Chemotherapy,All Other,5392,37622
2003,January,Chemotherapy,Bladder,4173,37622
2003,January,Chemotherapy,Bone,6274,37622
2003,January,Chemotherapy,Brain,9979,37622
2003,January,Chemotherapy,Breast,9741,37622
2003,January,Chemotherapy,Colorectal,9148,37622
2003,January,Chemotherapy,Eye and Orbit,4806,37622
2003,January,Chemotherapy,Gynecologic,3128,37622
2003,January,Chemotherapy,Head and Neck,6884,37622
2003,January,Chemotherapy,Hematologic,631,37622
2003,January,Chemotherapy,Hepatopancreatobiliary,8072,37622
2003,January,Chemotherapy,Kidney,6364,37622
2003,January,Chemotherapy,Lung,3208,37622
2003,January,Chemotherapy,Prostate,3502,37622
2003,January,Chemotherapy,Skin,8665,37622
2003,January,Chemotherapy,Soft Tissue,3548,37622
2003,January,Chemotherapy,Upper Gastrointestinal,8206,37622
2003,January,Inpatient Days,All Other,8313,37622
2003,January,Inpatient Days,Bladder,1961,37622
2003,January,Inpatient Days,Bone,6828,37622
2003,January,Inpatient Days,Brain,2843,37622
2003,January,Inpatient Days,Breast,9,37622
2003,January,Inpatient Days,Colorectal,7888,37622
2003,January,Inpatient Days,Eye and Orbit,507,37622
2003,January,Inpatient Days,Gynecologic,4050,37622
2003,January,Inpatient Days,Head and Neck,9346,37622
2003,January,Inpatient Days,Hematologic,7145,37622
2003,January,Inpatient Days,Hepatopancreatobiliary,403,37622
2003,January,Inpatient Days,Kidney,6558,37622
2003,January,Inpatient Days,Lung,4227,37622
2003,January,Inpatient Days,Prostate,6807,37622
2003,January,Inpatient Days,Skin,1244,37622
2003,January,Inpatient Days,Soft Tissue,2964,37622
2003,January,Inpatient Days,Upper Gastrointestinal,9978,37622
2003,January,Radiation Therapy,All Other,7533,37622
2003,January,Radiation Therapy,Bladder,8976,37622
2003,January,Radiation Therapy,Bone,6043,37622
2003,January,Radiation Therapy,Brain,2857,37622
2003,January,Radiation Therapy,Breast,4862,37622
2003,January,Radiation Therapy,Colorectal,5746,37622
2003,January,Radiation Therapy,Eye and Orbit,1,37622
2003,January,Radiation Therapy,Gynecologic,5426,37622
2003,January,Radiation Therapy,Head and Neck,2407,37622
2003,January,Radiation Therapy,Hematologic,8699,37622
2003,January,Radiation Therapy,Hepatopancreatobiliary,555,37622
2003,January,Radiation Therapy,Kidney,9255,37622
2003,January,Radiation Therapy,Lung,9717,37622
2003,January,Radiation Therapy,Prostate,9650,37622
2003,January,Radiation Therapy,Skin,3797,37622
2003,January,Radiation Therapy,Soft Tissue,3583,37622
2003,January,Radiation Therapy,Upper Gastrointestinal,4846,37622
2003,January,Surgeries,All Other,9595,37622
2003,January,Surgeries,Bladder,3477,37622
2003,January,Surgeries,Bone,5155,37622
2003,January,Surgeries,Brain,7275,37622
2003,January,Surgeries,Breast,4081,37622
2003,January,Surgeries,Colorectal,9154,37622
2003,January,Surgeries,Eye and Orbit,5499,37622
2003,January,Surgeries,Gynecologic,1748,37622
2003,January,Surgeries,Head and Neck,3409,37622
2003,January,Surgeries,Hematologic,103,37622
2003,January,Surgeries,Hepatopancreatobiliary,9401,37622
2003,January,Surgeries,Kidney,8728,37622
2003,January,Surgeries,Lung,6396,37622
2003,January,Surgeries,Prostate,2775,37622
2003,January,Surgeries,Skin,4208,37622
2003,January,Surgeries,Soft Tissue,790,37622
2003,January,Surgeries,Upper Gastrointestinal,9146,37622
2003,February,Chemotherapy,All Other,2447,37653
2003,February,Chemotherapy,Bladder,8945,37653
2003,February,Chemotherapy,Bone,9198,37653
2003,February,Chemotherapy,Brain,5092,37653
2003,February,Chemotherapy,Breast,1162,37653
2003,February,Chemotherapy,Colorectal,264,37653
2003,February,Chemotherapy,Eye and Orbit,9858,37653
2003,February,Chemotherapy,Gynecologic,486,37653
2003,February,Chemotherapy,Head and Neck,3416,37653
2003,February,Chemotherapy,Hematologic,609,37653
2003,February,Chemotherapy,Hepatopancreatobiliary,7422,37653
2003,February,Chemotherapy,Kidney,4262,37653
2003,February,Chemotherapy,Lung,6597,37653
2003,February,Chemotherapy,Prostate,3502,37653
2003,February,Chemotherapy,Skin,3155,37653
2003,February,Chemotherapy,Soft Tissue,6232,37653
2003,February,Chemotherapy,Upper Gastrointestinal,8232,37653
2003,February,Inpatient Days,All Other,9625,37653
2003,February,Inpatient Days,Bladder,2197,37653
2003,February,Inpatient Days,Bone,5751,37653
2003,February,Inpatient Days,Brain,2692,37653
2003,February,Inpatient Days,Breast,463,37653
2003,February,Inpatient Days,Colorectal,8975,37653
2003,February,Inpatient Days,Eye and Orbit,6583,37653
2003,February,Inpatient Days,Gynecologic,8802,37653
2003,February,Inpatient Days,Head and Neck,7130,37653
2003,February,Inpatient Days,Hematologic,5127,37653
2003,February,Inpatient Days,Hepatopancreatobiliary,13,37653
2003,February,Inpatient Days,Kidney,7561,37653
2003,February,Inpatient Days,Lung,9887,37653
2003,February,Inpatient Days,Prostate,6957,37653
2003,February,Inpatient Days,Skin,4903,37653
2003,February,Inpatient Days,Soft Tissue,8828,37653
2003,February,Inpatient Days,Upper Gastrointestinal,6325,37653
2003,February,Radiation Therapy,All Other,2400,37653
2003,February,Radiation Therapy,Bladder,7246,37653
2003,February,Radiation Therapy,Bone,4797,37653
2003,February,Radiation Therapy,Brain,2767,37653
2003,February,Radiation Therapy,Breast,1576,37653
2003,February,Radiation Therapy,Colorectal,3748,37653
2003,February,Radiation Therapy,Eye and Orbit,2995,37653
2003,February,Radiation Therapy,Gynecologic,8203,37653
2003,February,Radiation Therapy,Head and Neck,3548,37653
2003,February,Radiation Therapy,Hematologic,4589,37653
2003,February,Radiation Therapy,Hepatopancreatobiliary,8296,37653
2003,February,Radiation Therapy,Kidney,648,37653
2003,February,Radiation Therapy,Lung,3325,37653
2003,February,Radiation Therapy,Prostate,2037,37653
2003,February,Radiation Therapy,Skin,6696,37653
2003,February,Radiation Therapy,Soft Tissue,7296,37653
2003,February,Radiation Therapy,Upper Gastrointestinal,8929,37653
2003,February,Surgeries,All Other,914,37653
2003,February,Surgeries,Bladder,7185,37653
2003,February,Surgeries,Bone,4379,37653
2003,February,Surgeries,Brain,9328,37653
2003,February,Surgeries,Breast,3129,37653
2003,February,Surgeries,Colorectal,2763,37653
2003,February,Surgeries,Eye and Orbit,533,37653
2003,February,Surgeries,Gynecologic,4621,37653
2003,February,Surgeries,Head and Neck,2948,37653
2003,February,Surgeries,Hematologic,8319,37653
2003,February,Surgeries,Hepatopancreatobiliary,6057,37653
2003,February,Surgeries,Kidney,2929,37653
2003,February,Surgeries,Lung,7975,37653
2003,February,Surgeries,Prostate,6518,37653
2003,February,Surgeries,Skin,7799,37653
2003,February,Surgeries,Soft Tissue,5658,37653
2003,February,Surgeries,Upper Gastrointestinal,806,37653
2003,March,Chemotherapy,All Other,2888,37681
2003,March,Chemotherapy,Bladder,7697,37681
2003,March,Chemotherapy,Bone,6966,37681
2003,March,Chemotherapy,Brain,7309,37681
2003,March,Chemotherapy,Breast,1008,37681
2003,March,Chemotherapy,Colorectal,2069,37681
2003,March,Chemotherapy,Eye and Orbit,7914,37681
2003,March,Chemotherapy,Gynecologic,7867,37681
2003,March,Chemotherapy,Head and Neck,5108,37681
2003,March,Chemotherapy,Hematologic,5373,37681
2003,March,Chemotherapy,Hepatopancreatobiliary,4041,37681
2003,March,Chemotherapy,Kidney,2656,37681
2003,March,Chemotherapy,Lung,3438,37681
2003,March,Chemotherapy,Prostate,1582,37681
2003,March,Chemotherapy,Skin,4474,37681
2003,March,Chemotherapy,Soft Tissue,7846,37681
2003,March,Chemotherapy,Upper Gastrointestinal,7505,37681
2003,March,Inpatient Days,All Other,5652,37681
2003,March,Inpatient Days,Bladder,6944,37681
2003,March,Inpatient Days,Bone,7472,37681
2003,March,Inpatient Days,Brain,4413,37681
2003,March,Inpatient Days,Breast,5821,37681
2003,March,Inpatient Days,Colorectal,7508,37681
2003,March,Inpatient Days,Eye and Orbit,8544,37681
2003,March,Inpatient Days,Gynecologic,4552,37681
2003,March,Inpatient Days,Head and Neck,4923,37681
2003,March,Inpatient Days,Hematologic,1321,37681
2003,March,Inpatient Days,Hepatopancreatobiliary,1826,37681
2003,March,Inpatient Days,Kidney,5650,37681
2003,March,Inpatient Days,Lung,4859,37681
2003,March,Inpatient Days,Prostate,438,37681
2003,March,Inpatient Days,Skin,6056,37681
2003,March,Inpatient Days,Soft Tissue,4304,37681
2003,March,Inpatient Days,Upper Gastrointestinal,4996,37681
2003,March,Radiation Therapy,All Other,5161,37681
2003,March,Radiation Therapy,Bladder,6276,37681
2003,March,Radiation Therapy,Bone,8133,37681
2003,March,Radiation Therapy,Brain,9027,37681
2003,March,Radiation Therapy,Breast,190,37681
2003,March,Radiation Therapy,Colorectal,8067,37681
2003,March,Radiation Therapy,Gynecologic,4696,37681
2003,March,Radiation Therapy,Head and Neck,4640,37681
2003,March,Radiation Therapy,Hematologic,4320,37681
2003,March,Radiation Therapy,Hepatopancreatobiliary,9002,37681
2003,March,Radiation Therapy,Kidney,8694,37681
2003,March,Radiation Therapy,Lung,3479,37681
2003,March,Radiation Therapy,Prostate,6141,37681
2003,March,Radiation Therapy,Skin,7202,37681
2003,March,Radiation Therapy,Soft Tissue,8485,37681
2003,March,Radiation Therapy,Upper Gastrointestinal,1771,37681
2003,March,Surgeries,All Other,2241,37681
2003,March,Surgeries,Bladder,5560,37681
2003,March,Surgeries,Bone,4871,37681
2003,March,Surgeries,Brain,3693,37681
2003,March,Surgeries,Breast,6812,37681
2003,March,Surgeries,Colorectal,4825,37681
2003,March,Surgeries,Gynecologic,3900,37681
2003,March,Surgeries,Head and Neck,5846,37681
2003,March,Surgeries,Hematologic,5171,37681
2003,March,Surgeries,Hepatopancreatobiliary,9334,37681
2003,March,Surgeries,Kidney,4728,37681
2003,March,Surgeries,Lung,8587,37681
2003,March,Surgeries,Prostate,9125,37681
2003,March,Surgeries,Skin,9584,37681
2003,March,Surgeries,Soft Tissue,6865,37681
2003,March,Surgeries,Upper Gastrointestinal,7008,37681
2003,April,Chemotherapy,All Other,6125,37712
2003,April,Chemotherapy,Bladder,4760,37712
2003,April,Chemotherapy,Bone,1194,37712
2003,April,Chemotherapy,Brain,9371,37712
2003,April,Chemotherapy,Breast,5385,37712
2003,April,Chemotherapy,Colorectal,5690,37712
2003,April,Chemotherapy,Eye and Orbit,5083,37712
2003,April,Chemotherapy,Gynecologic,2213,37712
2003,April,Chemotherapy,Head and Neck,3296,37712
2003,April,Chemotherapy,Hematologic,1000,37712
2003,April,Chemotherapy,Hepatopancreatobiliary,6551,37712
2003,April,Chemotherapy,Kidney,5445,37712
2003,April,Chemotherapy,Lung,4701,37712
2003,April,Chemotherapy,Prostate,9155,37712
2003,April,Chemotherapy,Skin,4899,37712
2003,April,Chemotherapy,Soft Tissue,9450,37712
2003,April,Chemotherapy,Upper Gastrointestinal,2280,37712
2003,April,Inpatient Days,All Other,443,37712
2003,April,Inpatient Days,Bladder,3076,37712
2003,April,Inpatient Days,Bone,2711,37712
2003,April,Inpatient Days,Brain,3417,37712
2003,April,Inpatient Days,Breast,5290,37712
2003,April,Inpatient Days,Colorectal,6399,37712
2003,April,Inpatient Days,Eye and Orbit,6948,37712
2003,April,Inpatient Days,Gynecologic,9383,37712
2003,April,Inpatient Days,Head and Neck,9862,37712
2003,April,Inpatient Days,Hematologic,2838,37712
2003,April,Inpatient Days,Hepatopancreatobiliary,6822,37712
2003,April,Inpatient Days,Kidney,5326,37712
2003,April,Inpatient Days,Lung,7115,37712
2003,April,Inpatient Days,Prostate,396,37712
2003,April,Inpatient Days,Skin,8613,37712
2003,April,Inpatient Days,Soft Tissue,9779,37712
2003,April,Inpatient Days,Upper Gastrointestinal,7911,37712
2003,April,Radiation Therapy,All Other,3597,37712
2003,April,Radiation Therapy,Bladder,2591,37712
2003,April,Radiation Therapy,Bone,6424,37712
2003,April,Radiation Therapy,Brain,8970,37712
2003,April,Radiation Therapy,Breast,3944,37712
2003,April,Radiation Therapy,Colorectal,5521,37712
2003,April,Radiation Therapy,Eye and Orbit,9306,37712
2003,April,Radiation Therapy,Gynecologic,9507,37712
2003,April,Radiation Therapy,Head and Neck,8447,37712
2003,April,Radiation Therapy,Hematologic,1367,37712
2003,April,Radiation Therapy,Hepatopancreatobiliary,2231,37712
2003,April,Radiation Therapy,Kidney,2307,37712
2003,April,Radiation Therapy,Lung,8379,37712
2003,April,Radiation Therapy,Prostate,732,37712
2003,April,Radiation Therapy,Skin,9285,37712
2003,April,Radiation Therapy,Soft Tissue,5885,37712
2003,April,Radiation Therapy,Upper Gastrointestinal,1040,37712
2003,April,Surgeries,All Other,8467,37712
2003,April,Surgeries,Bladder,4326,37712
